visit_id	wifi_id	date	indices
v2516	6507	17187	91015;91016;91021;91024;91062;91063;91290;91292;91308;91363;91383;91386
v2537	6572	17169	17930
v2559	6644	17196	127275;127388;127389;127391;127434
v2560	6645	17205	179444;179445;179466;179467;179473;179522;179540
v2565	6659	17209	195606;195608;195637;195646;195647;195656;195657
v2573	6679	17209	192170;192182;192188;192189;192191;192197;192203;192205;192212;192231;192240;192266;192268
v2592	6737	17205	177106;177108;177123;177177;177254;177255;177283;177311;177315
v2598	6741	17168	8662;8663;8666;8669;8721;8726;8727;8761;8779;9064;9084;9124;9130;9135;9139;9142;9217;9240;9242;9277
v2599	6741	17205	177171;177173;177174;177215;177276;177277
v2611	6757	17169	16283;16288;16293;16304;16305;16460
v2616	6771	17186	86669;86910;86911;86912;86915;87251;87330;87372;87374;87405
v2617	6772	17185	85663;85665;85669;85685
v2618	6772	17205	178062;178089;178109;178170;178396;178422;178429;178450
v2628	6800	17195	124322;124323;124325;124331;124352;124382;124384;124385;124387;124394
v2633	6805	17214	212693;212702;212780
v2637	6812	17191	110746;110749;110761;110940;110961;110983
v2645	6835	17185	81795;81803;81805;81856;81866;81867;81913;81914;81919;81953
v2673	6917	17174	41077;41078
v2682	6947	17184	80218;80219;80222;80229;80276;80320
v2694	6974	17216	223440;223489;223491;223941;224172;224173;224188;224238;224250;224254;224274
v2696	6985	17203	168734;168750;168811;168866;168887;168909;168926
v2727	7051	17184	78666;78669;78678;78690;78691;78693;78713;78729;78772;78774;78779;78780;78827;78828;78834;78889
v2734	7067	17178	57104;57106;57109;57120;57121;57130;57138;57147;57193;57197;57198;57210;57212;57214;57216
v2737	7073	17202	161130;161132;161137;161165;161170;161171;161172;161198;161215;161218;161223;161230;161290;161300;161301;161304;161314;161319;161321;161344;161346
v2749	7137	17204	173408;173410;173437;173465;173477;173502;173603;173611;173678
v2751	7144	17190	109139;109141;109153;109155;109189;109770;109772;109773;109782;109783;109784;109788
v2752	7144	17215	217360;217361;217381;217384;217407;217413;217418;217420;217455;217481;217483;217485;217490;218035;218036;218046;218061;218161;218167;218177;218201;218257;218493
v2788	7254	17223	253997;254012;254080;254091;254098;254183;254290;254291;254297;254300
v2790	7258	17195	123298;123299;123301;123330;123344;123346;123358;123376;123385;123414
v2792	7267	17215	218608;218614;218666;218667;218671;218695
v2799	7275	17223	254146;254165;254179;254188;254199;254200;254203;254213;254218;254271
v2806	7289	17175	46554;46556;46557;46566;46570;46571;46572;46573;46574
v2810	7302	17212	204879;204885;205012;205157;205263
v2827	7335	17215	217952;217971
v2834	7360	17209	192488;192494
v2835	7361	17209	193694;193720;193811;193831;193855;193927
v2836	7364	17216	220775;220779;220784;220794;220796;220797;220799
v2871	7462	17172	31247;31261
v2872	7462	17198	138433;138435;138441;138446;138504;138511;138526;138528;138548;138556;138557;138621;138959
v2873	7466	17208	187744;187745;187748;187749;187750;187801
v2889	7510	17200	149227;149231;149232;149243;149244;149245;149247;149252;149304;149322;149323;149324
v2909	7584	17202	163832;163907;163909;163922;164081
v2916	7606	17209	194763;194807;195072;195076;195104
v2930	7624	17192	115179;115181;115182;115183;115209;115233;115234;115235;115243
v2937	7647	17168	9077;9078;9089;9091;9117;9464;9468;9522;9549;9560;9561
v2943	7683	17205	175556;175672;175899
v2974	7756	17195	123677;123709;123722;123867;123873;123884;123914;123995;124003;124021;124030;124036;124041;124044;124051;124328;124520;124626
v2978	7769	17215	215973;215975;216032;216068;216073;216077;216084;216086;216143
v2986	7794	17188	98402;98415;98416;98419;98491;98500;98516;98527
v2993	7808	17202	163788;163789;163805;163838;163839;163842;163843;163994;164013;164028;164055;164070;164071;164072;164074
v3013	7854	17171	26870;26872;26873;26877
v3021	7882	17198	140213;140233;140248;140249;140255;140792;141213;141264;141268
v3027	7902	17209	195660;195669
v3028	7906	17177	53092;53111;53157;53255;53261;53264;53265;53274
v3029	7906	17206	181988;181989;181990;182016
v3030	7906	17218	232034;232036;232037
v3044	7933	17184	80289;80292;80300;80301;80303;80358
v3046	7935	17206	182474;182476;182489;182521;182536;182539;182547;182548;182560;182562;182566;182586;182640;182644;182692
v3077	7996	17168	12598;12600;12693;12705;12723;12781
v3086	8013	17172	30750;30829;30846;30895;31021
v3087	8020	17174	39984;39986;39998;40044;40048;40054;40055;40058;40072;40073;40075;40092;40093;41682;41683
v3096	8070	17224	258954;258977
v3099	8078	17216	224045;224122;224305
v3108	8122	17171	27746;27748;27781;27791
v3109	8122	17200	152129;152130;152134;152136
v3111	8125	17183	75645;75647;75654;75657;75678;75679;75688;75689;75692;75702;75703;75706;75707;75726;75787;75794;75814;75815
v3112	8130	17201	160152;160156;160160;160161;160162;160164;160169;160214
v3116	8135	17178	55599;55602;55658;55664;55745;55786;55964
v3127	8179	17201	157206;157209;157214;157847;157858;157915;157920;157951;157962;157999;158036
v3128	8179	17226	264519;264540;264611;264621;264661;264664;264709;264710;264711;264728;264733;264735;264736;264738;264740;264826;264827
v3136	8198	17200	150275;150277;150280;150281;150284;150285;150286;150301;150303
v3137	8198	17206	181081;181082;181097;181170;181209;181212;181221;181223;181304;181307;181311
v3138	8198	17211	201363;201368;201374;201377;201395;201403;201408;201417;201434;201437;201439;201516;201554;201621
v3147	8224	17172	28240;28241;28247;28263;28265;28266;28267;28276;28278;28298;28300;28303
v3148	8224	17222	246539;246544;246574;246609;246614;246631;246666;246719
v3186	8289	17170	23059;23063;23071;23080;23105;23106;23109;23118;23120
v3187	8289	17181	65966;65967;65970;65975;65976;65978;66022;66045;66046;66048;66506;66511;66513;66520
v3188	8289	17199	147262;147265;147266;147288;147308;147330;147331;147365;147366;147377
v3195	8312	17183	77549;77551;77560;77561;77562;77580;77585;77586;77593
v3196	8315	17223	252811;252814;252818;252825;252873;252878;252885;252917;252918;252987;252988;253012
v3203	8333	17209	195688;195690;195702
v3206	8339	17206	181517;181518;181525;181527;181532;181534;181535;181547;181576;181577;181612
v3218	8372	17182	72399;72470;72471;72549
v3224	8385	17174	42667;42681;42707;42708;42709;42713
v3246	8455	17171	25240;25245;25252;25255;25299;25301
v3247	8461	17197	136215;136230;136248;136250;136277;136283
v3255	8487	17222	247229;247230;247239
v3260	8500	17185	85100;85101;85130;85215;85248;85259;85267;85285;85286;85288;85503;85508
v3272	8522	17185	82092;82096;82119;82120;82147
v3273	8522	17212	205436;205468
v3278	8530	17216	222742;222744;222777;222778;222779;222796;222844
v3285	8550	17168	12520;12576;12585;12590;12607;12652;13201;13614;13715;13717;13725
v3291	8563	17197	134997;135041;135619
v3294	8579	17194	120692;120697;120734;120742;120769;120773;120779;120780;120781;120793;120796;120797;120798;120801
v3295	8579	17223	252421;252424;252425;252426;252435;252438
v3329	8660	17217	226224;226230;226235;226237
v3351	8715	17227	267952;267958;267985;268004;268016;268017;268124;268260;268324
v3353	8722	17199	147694;147698;147728;147730
v3355	8727	17189	103800;103819;103833;103910;103961;104135;104138;104208;104251
v3369	8758	17209	194514;194526;194544;194563;194569;194571
v3385	8788	17175	45515;45518;45531;45545;45561;45562;45565;45566;45619;45630;45643;45654
v3386	8788	17211	202227;202235;202276
v3402	8819	17206	182932;182934
v3404	8824	17167	6619;6639;6877;6878
v3435	8890	17204	173789;173793;173806;173911;173972;173974;173975;174215;174217
v3449	8916	17212	203725;203732;203733;203737;203738;203739;203740;203810;203812;203813
v3462	8947	17203	166020;166021;166022;166026;166034
v3469	8959	17169	15655;15657;15660
v3489	9029	17197	133781;133803;133994
v3496	9040	17210	197159;197284;197288;197289;197301
v3509	9063	17170	22176;22181;22196;22222;22224;22233
v3518	9079	17205	177966;177988;178030;178107;178126;178129;178142
v3569	9202	17208	188020;188021;188032;188033;188034;188035;188037
v3579	9212	17217	228381;228382;228387
v3580	9212	17220	240232;240234;240238
v3586	9222	17203	166773;166776;166778;166786;166787;166806;166856;166858
v3599	9251	17171	24693;24694
v3600	9254	17186	86782;86783;86824;86866;86880;86999
v3609	9284	17201	155132;155133;155154;155158;155159;155167;155262
v3622	9320	17220	240595;240601;240608;240609;240617
v3642	9369	17180	63660;63680;63681;63682
v3652	9389	17193	117475;117477;117478;117522;117685;118437
v3662	9416	17225	259684;259698;259700;259701;259702
v3674	9435	17206	179888;179889;179899;179900;179901;179902
v3678	9444	17197	134992;135042
v3707	9509	17196	132571;132574;132575;132578
v3717	9542	17211	201307;201308;201335;201347;201353;201358
v3718	9542	17225	259748;259753;259766;259776;259777;259788;259797;259803;259826;259843;259875
v3721	9558	17172	30977;30978
v3724	9562	17172	31597;31599;31601;31602;31617;31647
v3727	9571	17211	201674;201681;201683;201692;201722;201747;201750;201755;201756;201760
v3728	9571	17216	223878;223880;223882;223897
v3733	9590	17188	97047;97050;97056;97071;97147;97149;97165;97225;97307;97310;97378;97414;97429;97430
v3745	9625	17222	244942;244943;244946;244947;244950;244951;244953;244955;244956;244957;244958;244959
v3746	9627	17174	39633;39634;41201;41202;41204;41210;41270;41272;41273;41276;41335;41368;41372;41373;41392
v3750	9635	17219	233821;233822;233827;233832;233873;233877;233881;233911;233976;233978;233989;233990;233992;233999;234011;234095;234096
v3759	9651	17187	95569;95570;95619;95620;95654;95664;95665;95666;95709;95739;95744;95745;95748
v3765	9673	17170	20709;20714;20722;20731;20735;20737;20739;20743;20756;20758;20759;20770;20889;20890;20891
v3772	9696	17222	246291;246294;246297;246327
v3780	9707	17167	4141;4173;4211;4278;4286;4298;4396;4421;4422;4427;4457;4491;4620;4624;4850
v3798	9767	17185	81666;81687;81723;81731;81751;81781
